student_id,problem_id,correct
64,386,1
64,248,1
64,82,1
64,244,1
64,494,1
64,459,1
64,387,1
64,462,1
64,461,1
64,198,0
64,126,1
64,127,1
64,292,1
65,12,1
65,162,1
65,349,1
65,459,1
65,126,1
65,123,0
66,319,1
66,314,1
66,313,1
66,365,1
66,524,1
66,398,1
66,142,1
67,67,0
67,232,0
67,160,0
68,67,1
68,72,0
68,232,1
69,260,0
69,67,0
69,252,0
69,266,0
69,429,0
69,60,1
70,67,1
70,72,1
70,143,1
70,144,1
70,145,1
70,148,1
70,152,0
70,147,1
70,272,0
70,203,1
70,394,1
70,82,1
70,232,1
70,467,1
70,473,1
70,12,1
70,354,1
70,355,0
70,142,0
70,198,0
70,136,0
70,211,1
70,160,1
70,398,0
70,122,0
70,461,1
70,523,0
70,459,0
70,222,1
70,223,1
70,525,0
70,184,1
71,268,1
71,250,1
71,394,0
71,227,0
71,16,1
71,252,1
71,12,1
71,329,1
72,67,1
72,72,1
72,245,0
73,147,1
73,144,1
73,145,1
73,152,1
73,232,1
73,67,1
73,148,1
73,143,1
73,72,0
74,354,1
74,338,1
74,451,1
74,67,1
74,72,1
74,143,1
74,144,1
74,145,1
74,147,1
74,160,0
75,160,1
75,198,0
75,65,1
75,66,1
75,502,0
75,345,1
75,67,1
75,72,1
75,143,1
75,144,1
75,145,1
75,152,1
75,147,1
75,365,1
75,148,1
75,82,1
75,142,1
75,467,1
75,170,1
75,232,1
75,473,1
75,245,1
75,348,1
75,475,0
75,207,1
75,379,1
75,162,0
75,244,1
75,433,1
75,205,1
75,469,1
75,333,1
75,123,1
75,126,1
75,127,1
75,410,1
75,471,1
75,353,1
75,349,1
75,177,1
75,117,1
75,175,1
75,355,1
75,172,0
75,354,1
75,280,1
75,279,1
75,447,1
75,356,1
75,338,1
75,451,1
75,246,1
75,358,1
75,395,1
75,335,1
75,371,1
75,376,1
75,372,1
75,373,1
75,283,1
75,137,1
75,12,1
75,176,1
75,396,1
75,248,0
75,495,1
75,234,1
75,211,1
75,361,1
75,527,0
75,398,1
75,272,1
75,394,1
75,522,1
75,178,1
75,505,1
75,136,0
75,521,1
75,529,1
75,520,0
76,160,1
76,403,1
76,371,1
76,372,1
76,373,1
76,338,1
76,451,1
76,358,1
76,357,1
76,298,1
76,530,1
76,354,1
76,398,1
76,376,1
76,329,1
76,184,1
77,162,1
77,67,1
77,72,1
77,143,1
77,144,1
77,145,1
77,147,1
77,152,1
77,148,1
77,82,1
77,244,1
77,394,1
78,252,1
78,331,0
78,12,1
78,425,1
78,426,0
78,266,1
78,263,0
79,280,1
79,279,1
79,283,0
79,162,0
79,284,0
79,142,0
79,260,1
79,269,1
79,143,1
79,144,1
79,147,1
80,142,1
80,67,1
80,72,1
80,12,1
80,160,1
80,232,0
80,143,1
80,144,1
80,145,1
80,147,1
80,152,1
80,148,1
80,216,1
80,398,1
80,349,1
80,333,1
80,447,1
80,335,1
80,371,1
80,299,1
81,266,1
81,404,1
81,343,1
81,260,1
81,252,1
82,67,1
82,72,1
82,143,1
82,144,1
82,145,0
82,147,1
82,365,0
83,152,1
83,67,1
83,72,1
83,321,1
83,142,1
83,170,1
83,160,1
83,143,1
83,144,1
83,145,1
83,147,1
83,148,1
83,82,1
83,533,1
83,349,1
83,246,1
83,267,1
83,268,1
83,227,1
83,162,1
83,417,1
83,260,1
83,266,1
83,263,1
83,252,1
83,250,1
83,12,1
83,136,0
83,298,1
83,398,1
83,234,1
83,364,1
83,365,1
83,172,0
83,354,1
83,355,1
83,353,1
83,126,1
83,314,0
83,245,1
83,127,1
83,536,1
83,279,1
83,338,1
83,177,1
83,502,1
83,471,1
83,178,1
83,522,1
83,516,1
83,269,1
83,488,1
83,403,1
83,394,1
83,272,1
83,419,1
83,416,1
83,222,1
83,343,1
83,223,1
83,404,1
83,248,1
83,280,1
83,538,1
83,361,1
83,356,1
83,395,1
83,283,1
83,284,1
83,216,1
83,514,1
83,202,0
83,429,1
83,540,1
83,541,1
83,525,1
83,457,1
83,319,1
83,542,1
83,500,0
83,345,1
83,383,1
83,543,1
83,518,1
83,469,1
83,546,1
83,547,1
83,433,1
83,517,1
83,520,1
83,521,1
83,529,1
83,472,1
83,198,0
83,549,0
83,123,1
83,292,1
83,66,1
83,485,1
83,117,1
83,65,1
83,358,1
83,484,1
83,551,1
83,122,0
83,449,1
83,333,1
83,322,1
83,188,1
83,368,1
83,335,1
83,444,1
83,530,1
83,448,1
83,377,1
83,376,1
83,371,1
83,372,1
83,373,1
83,475,1
83,187,1
83,184,1
83,461,1
83,410,1
83,299,0
83,301,1
83,83,0
83,451,1
83,220,1
83,203,1
83,205,1
83,207,1
83,554,0
83,309,0
83,211,0
83,348,1
83,555,0
83,175,1
83,176,1
83,505,1
83,329,1
83,294,1
83,357,1
83,276,0
83,13,0
83,16,1
83,340,1
83,369,1
83,334,1
83,558,1
83,515,1
83,219,1
83,492,0
83,326,0
83,524,1
83,244,0
83,317,0
83,312,0
83,313,1
83,306,0
83,438,1
83,289,0
83,307,0
83,379,1
83,305,0
83,489,0
83,458,0
83,527,0
83,494,1
84,12,0
84,67,1
84,72,1
84,143,1
84,144,1
84,145,1
84,394,1
84,82,1
85,67,1
85,143,1
85,144,0
85,145,0
85,72,1
85,246,1
85,82,1
85,222,1
85,223,1
86,67,1
86,143,1
86,144,1
86,145,0
86,246,1
86,147,1
86,16,0
86,272,1
86,72,0
86,222,1
86,457,0
86,252,1
86,223,1
86,394,0
86,227,0
86,403,1
86,343,1
86,404,1
86,267,1
86,417,1
87,248,0
87,147,1
87,67,0
87,266,1
87,144,1
87,260,0
87,143,1
87,145,0
87,152,0
87,72,0
87,457,0
87,234,0
87,403,1
87,223,0
87,252,1
87,222,1
87,488,0
87,203,1
87,207,0
87,343,1
87,404,1
87,417,1
87,205,1
87,228,1
87,60,1
88,469,1
88,433,1
88,518,0
88,160,1
88,502,0
88,198,0
88,355,1
88,354,1
88,142,1
88,170,1
88,353,1
88,356,1
88,338,1
88,333,1
88,447,1
88,184,1
88,335,1
88,67,0
88,280,1
88,279,1
88,340,1
88,371,1
88,451,1
88,203,1
88,205,1
88,207,1
88,12,1
88,365,0
88,448,1
88,232,1
88,467,1
88,473,1
88,372,1
88,373,1
88,440,1
88,442,1
88,458,0
88,444,1
88,379,1
88,358,1
88,298,0
88,398,1
88,530,1
88,357,1
88,376,1
88,329,1
88,187,1
89,67,1
89,234,1
89,203,1
89,207,0
89,72,1
89,246,1
89,252,1
89,266,1
89,222,1
89,343,1
89,248,0
89,223,0
90,67,1
90,72,1
90,246,1
90,136,0
90,122,0
90,144,1
90,143,1
90,82,1
90,145,1
90,148,1
90,147,1
90,152,1
90,461,1
90,459,0
90,379,1
90,319,0
90,394,1
90,321,0
91,394,1
91,82,1
92,122,0
92,67,1
92,72,1
92,143,1
92,144,1
92,145,1
92,147,1
92,152,1
92,148,1
92,410,1
92,82,1
92,162,1
92,142,0
92,321,0
92,245,1
92,365,0
93,67,1
93,245,1
93,321,1
93,232,0
94,67,0
94,410,0
94,117,0
95,331,1
95,260,1
95,266,1
96,126,1
96,127,1
96,177,0
96,82,1
96,16,0
97,12,0
97,82,1
97,67,1
98,13,1
98,232,1
98,394,1
98,467,0
98,542,1
98,473,0
98,266,1
99,260,1
99,244,0
99,198,0
99,13,1
99,16,0
99,266,0
100,13,1
100,16,0
100,268,1
100,410,0
100,198,0
100,260,1
101,13,1
101,319,0
101,492,0
101,162,0
101,331,0
101,267,0
101,349,1
102,82,0
102,349,0
102,379,1
103,232,1
103,67,1
103,72,1
103,144,1
103,145,0
103,137,1
103,244,1
103,386,1
103,394,1
103,459,1
103,123,0
103,198,0
104,67,1
104,143,1
104,72,1
104,144,1
104,145,1
104,148,1
104,152,1
104,142,1
104,170,0
104,353,1
104,356,1
104,280,1
104,279,1
104,283,1
104,162,1
105,67,1
105,260,1
105,266,1
105,268,1
105,403,0
105,82,0
105,12,0
105,145,0
105,143,1
105,147,1
105,144,1
105,152,0
105,72,0
105,321,0
105,250,1
105,252,1
105,457,0
105,13,1
105,142,0
105,349,1
106,252,1
106,394,0
106,260,0
106,321,0
106,299,0
107,67,1
107,72,1
107,160,1
107,142,1
107,170,1
107,198,1
107,319,1
107,187,1
107,234,1
107,232,1
107,467,1
107,473,1
107,348,1
107,353,1
107,126,1
107,365,1
107,398,1
107,162,1
107,145,1
107,321,1
107,203,1
107,314,1
107,322,1
107,188,0
107,16,1
107,12,1
107,148,1
107,245,1
107,172,1
107,492,0
107,333,1
107,279,1
107,338,1
107,417,1
108,299,1
108,142,1
108,145,1
108,67,1
108,170,1
108,148,1
108,245,1
108,72,1
108,143,1
108,144,1
108,353,1
108,126,1
108,127,1
108,314,1
108,301,1
108,83,1
108,305,1
108,306,1
108,304,1
108,321,1
108,354,1
108,355,1
108,160,1
108,365,1
108,398,1
108,322,1
108,188,1
108,475,0
109,232,1
109,245,1
109,160,0
109,170,1
109,145,1
109,162,0
109,67,1
109,72,1
109,82,1
109,143,1
109,144,1
109,152,1
109,459,0
109,410,0
109,147,1
109,12,1
109,136,0
109,137,1
109,148,1
109,349,1
109,246,1
109,308,0
109,234,1
109,394,1
109,272,1
109,396,1
109,244,0
109,172,1
109,269,1
109,65,0
109,461,1
109,260,1
109,403,1
110,147,1
110,333,1
110,447,1
110,335,1
110,145,1
110,143,1
110,67,1
110,451,1
110,355,1
110,338,1
110,354,1
110,358,1
111,198,0
111,65,1
111,66,1
111,117,1
111,123,1
111,175,1
111,176,1
111,505,1
111,126,0
111,321,0
111,160,1
111,122,0
111,216,1
111,335,1
111,142,0
111,354,1
111,187,1
111,398,0
112,268,1
112,232,1
113,12,1
113,232,1
113,467,0
113,473,0
113,82,1
113,162,1
113,16,0
113,136,0
113,142,1
113,160,0
113,398,0
113,245,1
113,137,1
113,244,1
113,211,0
113,349,1
113,246,1
113,248,1
113,394,1
113,67,1
113,72,1
113,143,1
113,144,1
113,145,1
113,148,1
113,152,1
113,147,1
113,379,1
113,459,1
113,396,1
113,222,1
113,495,1
113,223,1
113,272,0
113,321,0
113,172,0
113,386,1
113,387,1
113,234,1
113,365,0
113,216,1
113,123,1
113,65,0
113,458,0
113,266,1
113,263,1
113,60,1
113,52,1
113,328,1
113,260,1
113,570,1
114,67,1
114,72,1
114,433,0
114,144,1
114,143,1
114,248,1
114,82,1
114,137,1
114,211,1
114,245,0
114,136,0
114,16,1
114,494,1
114,66,0
114,123,0
114,126,1
114,386,1
114,459,0
115,12,0
115,232,0
115,266,1
115,252,1
115,457,0
116,260,1
116,67,0
116,394,1
116,266,1
116,263,1
116,148,1
116,143,0
116,144,0
116,82,0
116,403,0
116,419,0
116,252,1
116,417,1
116,267,0
116,269,0
116,72,0
116,142,0
116,343,1
116,222,1
116,223,0
116,248,0
116,353,0
116,152,0
116,227,1
116,416,0
116,272,0
116,355,0
116,395,0
116,404,1
116,250,0
116,349,1
116,246,1
116,488,1
116,542,0
116,170,0
116,245,0
116,354,0
116,489,0
116,457,0
116,477,1
116,364,0
116,16,0
116,429,0
116,234,0
116,308,0
116,317,0
116,379,0
116,555,0
116,137,0
116,147,1
116,396,0
116,572,0
117,260,1
117,72,1
117,147,1
117,269,1
117,272,0
117,143,1
117,142,1
117,170,1
117,276,0
117,280,1
117,279,1
117,284,1
117,283,0
117,245,1
117,244,0
117,117,0
117,65,1
117,126,1
117,123,1
117,127,1
117,177,1
118,260,1
118,67,1
118,72,1
118,283,1
118,450,1
118,394,1
118,198,0
118,160,1
118,298,0
118,451,1
118,377,0
118,540,0
118,438,1
118,573,0
118,442,1
118,279,1
118,252,1
118,142,0
118,162,0
118,248,1
118,354,1
118,538,1
118,170,0
118,152,1
118,222,1
118,223,1
118,227,1
118,331,1
118,429,1
118,554,0
118,500,0
118,66,1
118,245,1
118,244,0
118,117,1
118,292,1
118,145,1
118,280,1
118,65,1
118,284,1
118,522,0
118,549,1
118,12,1
118,437,1
118,148,1
118,147,1
118,272,0
118,492,0
118,13,0
118,126,1
118,123,1
118,398,0
118,232,1
118,321,1
118,322,1
118,188,0
118,216,0
118,127,1
118,177,1
118,355,0
118,16,1
119,67,1
119,72,1
119,143,1
119,144,1
119,145,1
119,147,1
119,152,1
119,148,1
119,82,1
119,162,1
119,160,1
119,398,1
119,137,1
119,245,1
119,379,1
119,203,1
119,205,1
119,244,1
119,396,1
119,495,1
119,207,1
119,365,1
120,266,1
120,252,1
120,488,0
120,268,0
120,13,0
120,60,1
121,252,1
121,457,1
122,67,0
122,12,0
122,492,0
122,147,1
122,66,0
122,117,0
122,175,0
122,123,0
122,126,0
122,127,0
122,177,0
122,178,0
122,345,0
122,518,0
122,433,0
122,410,0
122,122,0
123,245,0
123,137,1
123,387,1
123,386,1
123,12,1
123,248,1
123,222,1
123,343,1
123,223,0
123,82,1
123,244,1
123,16,1
123,494,1
123,459,1
123,66,1
123,65,1
123,461,1
123,462,1
123,117,1
123,175,0
123,289,1
123,573,0
123,126,1
123,127,1
123,177,0
123,292,1
124,67,1
124,147,1
124,142,1
124,170,1
124,354,1
124,12,1
124,365,1
124,333,1
124,447,1
125,122,0
125,72,0
125,398,0
125,137,1
125,211,0
126,162,1
126,67,1
126,72,1
126,82,1
126,143,1
126,144,1
126,145,1
126,147,1
126,148,1
126,152,1
126,142,0
126,410,0
126,198,1
126,245,1
126,137,1
126,509,1
126,255,1
126,260,1
126,396,0
126,246,1
126,12,1
126,379,1
127,245,0
127,365,0
127,67,1
127,72,1
127,321,0
127,82,1
127,144,1
127,143,1
127,145,1
127,147,1
127,148,1
127,152,1
127,16,1
127,494,1
127,122,0
128,232,1
128,467,0
128,82,1
128,67,1
128,143,1
128,72,1
128,147,1
128,144,1
128,145,1
128,148,1
128,152,0
128,142,1
128,170,1
128,353,1
128,356,0
128,280,1
128,279,1
128,283,0
129,160,1
129,67,1
129,72,1
129,147,1
129,144,1
129,145,1
129,143,1
129,152,1
129,148,1
129,246,1
129,203,1
129,205,1
129,451,0
129,187,0
129,354,1
129,142,0
130,67,1
130,143,1
130,72,1
130,365,0
130,398,0
130,144,1
130,145,1
130,12,0
130,473,0
130,232,0
130,467,0
131,502,0
131,260,1
131,67,1
131,321,0
131,245,0
131,266,1
131,429,0
131,160,0
131,168,1
131,319,0
131,338,0
131,335,1
131,444,0
131,488,0
131,198,0
131,522,0
131,353,0
131,410,1
131,148,0
131,267,1
131,72,1
131,269,1
131,143,1
131,144,1
132,67,1
132,72,1
132,147,1
132,148,1
132,143,1
132,144,1
132,145,1
132,232,1
132,142,1
132,333,0
132,280,1
132,279,0
132,283,0
132,354,1
132,355,0
132,152,1
132,162,1
132,82,1
132,245,1
132,66,1
132,65,1
132,117,0
132,123,1
132,126,1
132,127,1
132,177,0
132,175,0
132,178,0
132,176,0
132,198,0
132,448,1
133,211,0
133,248,0
133,13,0
133,16,0
133,136,0
133,122,0
133,461,1
133,462,1
134,82,0
134,252,1
135,232,1
135,67,1
135,467,1
135,473,1
135,72,1
135,142,1
135,170,1
135,143,1
135,144,1
135,145,1
135,147,1
135,152,1
135,354,1
135,355,1
135,148,1
135,353,1
135,246,1
135,280,1
135,349,1
135,321,1
135,160,0
135,279,1
135,198,1
135,299,0
135,117,1
135,65,1
135,66,1
135,82,1
135,162,1
135,395,1
135,283,0
135,492,0
135,12,0
136,145,1
136,152,1
136,147,1
136,144,1
136,143,1
136,67,1
136,148,1
136,142,1
136,72,1
136,232,1
136,12,1
136,379,1
136,353,1
136,246,1
136,211,1
136,82,1
136,467,1
136,321,0
136,349,1
136,473,1
136,433,1
136,469,0
136,354,1
136,355,1
136,162,0
136,136,0
136,386,1
136,387,0
136,365,0
136,348,0
136,502,0
136,245,1
136,244,0
136,160,1
136,398,1
136,461,1
136,137,1
137,67,1
137,12,1
137,232,1
137,72,1
137,143,1
137,144,1
137,145,1
137,147,1
137,152,1
137,148,1
137,162,1
137,82,1
137,142,1
137,170,1
137,203,1
137,349,1
137,246,1
137,245,1
137,137,1
137,244,1
137,467,1
137,473,1
137,216,1
137,122,0
137,354,1
137,355,1
137,353,1
137,321,1
137,502,0
137,248,1
137,160,0
137,338,1
137,461,1
137,299,0
137,279,1
137,280,1
137,172,0
137,322,1
137,283,1
137,188,0
137,83,1
137,379,1
137,198,0
137,492,0
137,136,0
137,301,0
137,205,1
137,306,1
137,356,1
