student_id,problem_id,correct
43,206,0
43,508,1
43,466,1
43,391,0
43,452,0
43,496,1
44,49,1
44,129,1
44,130,1
44,131,1
44,124,1
44,385,1
44,366,1
44,384,1
44,85,0
44,238,1
44,215,0
44,28,1
44,10,1
45,11,1
45,10,1
45,28,1
45,27,1
45,238,1
45,241,1
45,212,0
45,38,1
45,420,1
45,77,1
45,92,1
45,151,1
45,153,1
46,262,1
46,407,1
46,38,1
46,92,1
46,77,1
46,226,1
46,330,0
47,420,1
47,366,1
47,385,1
47,38,1
47,92,1
47,77,1
47,124,1
47,238,1
47,415,1
47,69,1
47,423,1
47,391,0
47,109,1
47,274,1
47,330,0
47,256,0
47,511,1
47,254,1
47,496,1
47,452,1
47,513,0
47,49,1
47,428,1
47,154,1
47,350,1
47,62,1
47,413,1
47,112,1
47,84,0
47,460,1
47,463,1
47,210,0
47,430,1
47,139,1
48,85,0
48,38,1
48,10,1
48,151,1
48,153,1
48,49,1
48,11,1
48,150,1
48,28,1
49,114,1
49,115,1
49,116,0
49,186,0
50,212,0
50,112,1
50,213,1
50,389,1
50,11,1
50,153,1
50,10,1
51,38,1
51,69,0
51,11,1
51,10,0
51,28,1
51,27,0
51,124,0
51,77,0
52,213,1
52,156,0
52,129,1
52,130,1
52,131,0
53,423,0
53,420,1
53,470,1
53,199,1
54,274,1
54,341,1
54,38,1
54,138,0
54,92,1
54,77,1
54,420,1
54,112,1
54,452,1
54,199,0
55,77,1
55,85,0
55,212,0
55,213,1
55,156,1
55,114,1
55,115,1
55,116,1
56,69,0
56,129,1
56,130,1
56,131,1
56,49,1
56,156,1
56,491,0
56,38,1
56,204,1
56,112,1
56,231,0
56,192,0
56,92,0
56,62,1
56,241,1
56,213,1
56,109,0
56,77,1
57,77,1
57,231,0
57,151,1
57,112,1
57,150,1
57,454,1
57,212,1
57,124,1
57,384,0
57,241,1
57,213,1
57,226,1
58,129,1
58,130,1
58,131,1
58,420,1
58,85,0
58,212,0
58,156,0
58,519,0
58,112,1
58,11,0
58,10,0
58,389,0
59,92,1
59,38,1
59,420,1
59,470,1
59,77,1
59,366,1
59,11,1
59,28,1
59,10,1
59,153,1
59,154,1
59,112,1
59,49,1
59,27,1
59,389,1
59,69,1
59,150,1
59,151,1
59,129,1
59,131,1
59,130,1
60,330,0
60,8,0
60,428,1
60,350,1
60,49,1
60,256,0
60,139,0
61,465,0
61,262,1
61,38,1
61,92,0
61,213,1
61,212,0
61,10,1
61,61,1
61,50,1
62,11,1
62,10,1
62,28,1
62,27,1
62,124,1
62,38,1
62,92,1
62,77,1
63,173,0
63,38,1
63,92,1
63,420,1
63,199,1
63,77,1
63,337,0
63,186,0
63,452,1
63,339,0
63,217,0
63,238,1
63,274,1
63,69,0
64,85,0
64,124,1
64,11,1
64,384,1
64,129,1
64,130,1
64,131,1
64,385,1
64,215,1
64,153,1
64,28,1
64,10,1
64,366,1
64,460,1
64,463,1
64,139,1
64,464,1
64,430,1
65,11,1
65,10,0
65,28,0
65,27,1
65,124,0
65,129,1
65,130,1
65,131,1
65,389,1
65,49,1
65,153,1
65,151,1
65,150,1
65,452,0
65,274,1
65,423,1
65,38,1
65,92,1
65,238,0
66,85,1
66,480,1
66,129,1
66,38,1
66,130,1
66,131,1
67,38,1
67,114,1
67,115,1
67,116,0
67,156,0
67,112,0
68,38,1
68,92,1
68,131,1
68,130,1
68,129,1
68,156,1
68,116,1
68,115,1
68,114,1
68,290,0
69,112,1
69,62,1
69,350,0
69,48,0
69,499,0
69,50,1
69,61,1
70,77,1
70,38,1
70,92,1
70,273,0
70,49,1
70,204,1
70,238,1
70,114,1
70,115,1
70,116,1
70,466,1
70,508,1
70,389,1
70,465,0
70,112,1
70,129,1
70,130,1
70,131,1
70,11,1
70,10,1
70,28,1
70,27,1
70,124,1
70,150,1
70,151,1
70,206,0
70,384,0
70,156,1
70,192,0
71,270,0
71,465,1
71,215,1
71,389,1
71,129,1
71,130,1
71,131,1
71,424,1
71,311,0
71,11,1
71,153,1
71,28,1
71,10,1
72,11,1
72,167,1
72,212,0
72,213,1
73,156,0
73,114,1
73,115,1
73,116,1
73,389,1
73,11,1
74,38,1
74,92,0
75,231,1
75,212,1
75,389,1
75,465,1
75,173,0
75,213,1
75,156,1
75,192,1
75,38,1
75,92,1
75,215,0
75,167,0
75,112,1
75,150,1
75,151,1
75,199,0
75,200,0
75,154,1
75,206,1
75,204,1
75,11,1
75,466,1
75,420,1
75,423,1
75,153,1
75,69,1
75,85,0
75,208,1
75,109,1
75,274,1
75,470,1
75,337,1
75,360,1
75,77,1
75,341,1
75,138,0
75,339,1
75,193,1
75,186,0
75,49,1
75,491,1
75,10,1
75,28,1
75,238,1
75,519,1
75,526,1
75,27,1
75,129,1
75,130,1
75,131,1
75,528,1
75,139,1
75,281,1
75,124,1
75,273,0
75,190,0
76,62,1
76,217,1
77,38,1
77,92,1
77,129,1
77,130,1
77,131,1
77,77,1
77,124,1
77,238,1
78,330,0
78,256,0
78,8,0
78,10,0
78,11,0
78,27,0
78,28,0
78,454,0
78,153,1
78,384,0
78,262,1
79,303,0
79,281,0
79,262,1
79,360,0
79,320,0
80,11,1
80,10,1
80,28,1
80,27,1
80,114,1
80,112,1
80,124,1
80,115,0
80,116,1
80,231,1
80,389,1
80,465,1
80,85,1
80,480,1
80,481,1
80,38,1
80,77,1
80,92,0
80,150,1
80,151,1
80,129,1
80,130,1
80,131,1
80,339,1
81,85,0
81,407,0
81,77,1
82,38,1
82,27,0
82,212,0
82,62,1
82,112,0
83,85,1
83,480,1
83,481,1
83,129,1
83,156,1
83,192,1
83,212,0
83,213,1
83,389,1
83,11,1
83,231,1
83,167,0
83,38,1
83,92,1
83,62,1
83,112,1
83,150,1
83,49,1
83,151,1
83,77,1
83,407,1
83,238,1
83,455,1
83,270,1
83,391,1
83,273,1
83,262,1
83,424,1
83,69,1
83,423,1
83,8,1
83,10,1
83,27,1
83,28,1
83,290,1
83,215,1
83,208,1
83,337,1
83,360,1
83,190,0
83,199,1
83,330,1
83,339,1
83,341,1
83,204,1
83,226,1
83,286,1
83,415,1
83,281,1
83,413,1
83,428,1
83,153,1
83,154,1
83,539,1
83,499,1
83,48,1
83,186,1
83,173,1
83,138,1
83,544,1
83,420,1
83,470,1
83,519,1
83,189,1
83,200,0
83,550,0
83,217,1
83,528,1
83,324,1
83,256,0
83,497,1
83,430,1
83,193,1
83,130,1
83,131,1
83,311,1
83,194,0
83,206,1
83,556,1
83,399,1
83,362,1
83,295,1
83,264,1
83,320,1
83,14,1
83,374,1
83,559,1
83,476,1
83,210,0
83,561,0
83,315,1
83,316,1
83,274,1
83,562,1
83,350,1
83,109,1
83,511,1
83,254,1
83,468,1
83,465,1
83,487,1
83,478,1
83,479,1
83,566,0
84,11,1
84,38,1
84,92,1
84,238,1
85,77,1
85,38,1
85,85,0
85,151,1
85,112,1
85,150,1
85,92,0
85,49,1
85,69,1
85,274,1
86,85,0
86,151,1
86,112,1
86,49,1
86,150,1
86,77,1
86,366,0
86,491,0
86,153,0
86,69,0
86,274,1
86,129,1
86,130,1
86,131,1
86,48,0
86,206,0
86,212,0
86,231,0
87,77,0
87,129,1
87,130,1
87,131,1
87,112,1
87,48,0
87,428,0
87,274,0
87,62,1
87,413,0
87,212,0
87,389,0
87,311,0
87,204,1
87,61,1
87,50,1
88,420,1
88,173,0
88,199,0
88,337,0
88,339,1
88,360,0
88,129,1
88,204,1
88,208,1
88,206,1
88,11,1
88,28,1
88,10,1
88,231,1
88,465,0
88,130,1
88,131,1
88,241,1
88,212,1
88,213,1
88,114,1
88,115,1
88,116,1
88,466,0
88,389,1
88,476,0
88,186,1
88,217,1
89,150,1
89,112,1
89,38,1
89,129,1
89,69,1
89,231,0
89,11,1
89,212,1
89,213,1
89,204,1
89,238,1
89,49,1
89,151,1
89,491,0
89,153,1
89,424,0
89,27,0
89,428,1
89,455,1
89,226,1
89,508,0
89,391,0
90,85,0
90,154,0
90,38,1
90,92,1
90,156,0
90,112,1
90,77,1
90,389,1
90,238,1
91,38,1
91,92,1
91,77,1
91,238,1
92,69,1
92,38,1
92,92,1
92,452,1
92,423,0
92,112,1
92,274,1
92,151,1
92,150,1
92,153,1
92,11,1
92,231,0
93,153,1
93,124,1
93,526,0
93,38,1
93,114,1
93,115,1
93,116,0
94,38,1
94,49,1
95,330,0
95,262,1
95,49,1
95,154,1
95,350,1
95,428,1
96,85,0
96,129,1
96,130,1
96,131,1
97,11,1
97,10,1
97,28,0
97,27,0
97,38,1
97,112,1
97,69,1
97,92,1
97,238,1
98,14,0
98,8,0
98,114,1
98,115,1
98,116,1
98,62,1
98,112,0
98,350,0
98,48,1
98,270,1
98,562,0
99,262,1
99,384,0
99,14,0
99,186,0
99,114,1
99,115,1
99,116,0
99,256,0
99,38,1
100,14,0
100,49,1
100,190,0
101,14,0
101,114,0
101,115,0
101,116,0
101,129,1
101,130,0
101,131,1
101,320,0
101,210,0
101,62,1
101,112,1
101,350,0
101,330,0
101,391,0
102,150,0
102,112,0
102,151,0
102,389,0
103,114,1
103,115,1
103,116,0
103,124,1
103,384,0
103,385,0
103,238,1
103,27,1
103,11,1
103,10,0
103,77,1
104,274,1
104,337,1
104,341,1
105,262,1
105,8,1
105,10,0
105,11,1
105,27,0
105,274,1
105,69,1
105,151,1
105,150,1
105,153,1
105,112,1
105,413,0
105,49,1
106,69,1
106,423,1
106,254,1
106,262,1
106,350,1
106,129,1
106,130,1
106,131,1
106,311,0
106,428,1
106,186,0
106,513,0
106,463,0
107,389,1
107,465,1
107,212,1
107,213,1
107,112,1
107,320,1
107,186,1
107,173,0
107,231,1
107,114,1
107,115,1
107,116,1
107,466,1
107,508,1
107,337,1
107,360,1
107,189,1
107,190,0
107,204,1
107,324,0
107,339,0
107,85,1
107,10,1
107,28,1
107,391,0
107,330,1
108,337,1
108,360,1
108,302,1
108,303,1
108,38,1
108,92,1
108,324,1
108,129,1
108,130,1
108,131,1
109,156,1
109,85,1
109,192,0
109,112,1
109,114,1
109,115,1
109,116,1
109,11,1
109,167,1
109,212,0
109,213,1
109,389,1
109,231,1
109,38,1
109,189,0
109,92,1
109,129,1
109,194,0
109,150,1
109,151,1
109,480,1
109,69,1
109,10,1
109,28,1
109,27,1
109,124,1
109,49,1
109,491,1
109,153,1
109,154,1
109,366,1
109,526,1
109,77,1
109,238,1
109,273,1
109,130,1
109,131,1
109,193,1
109,271,1
109,286,1
109,391,1
110,339,1
110,38,1
110,92,1
111,199,1
111,200,0
111,156,1
111,129,0
111,339,0
112,114,1
112,115,1
112,116,0
113,11,1
113,10,1
113,28,1
113,27,1
113,231,1
113,114,1
113,115,1
113,116,1
113,212,1
113,389,1
113,69,1
113,77,1
113,215,0
113,38,1
113,92,1
113,85,0
113,129,1
113,130,1
113,131,1
113,465,1
113,124,1
113,213,1
113,156,1
113,192,1
113,274,1
113,423,1
113,384,1
113,112,1
113,150,1
113,49,1
113,151,1
113,491,1
113,153,1
113,154,1
113,238,1
113,109,1
113,385,1
113,366,1
113,193,1
113,195,1
113,561,0
113,273,0
113,61,1
113,50,1
113,262,1
113,407,1
114,129,1
114,130,1
114,131,1
114,124,1
114,384,0
114,38,1
114,85,0
114,238,1
115,11,1
115,114,1
115,115,1
115,116,0
115,156,0
115,77,0
115,151,1
115,150,1
115,491,0
115,8,0
115,10,0
115,424,1
115,69,0
115,153,1
115,213,1
116,262,1
116,62,1
116,38,1
116,407,1
116,92,0
116,77,1
116,226,1
116,391,0
116,455,0
116,415,1
116,424,1
116,337,0
116,270,1
116,151,1
116,150,1
116,112,1
116,153,0
116,264,0
116,49,1
116,8,0
116,428,0
116,48,0
116,413,0
116,539,0
116,154,0
116,499,0
116,286,0
116,423,0
116,350,0
116,11,1
116,10,0
116,27,0
116,430,0
116,476,0
116,129,1
116,311,0
116,130,1
116,131,1
116,192,0
116,28,0
116,212,0
116,526,0
116,384,0
116,156,0
116,213,0
116,254,0
116,208,0
116,571,0
116,487,1
116,389,0
116,69,0
116,195,0
116,330,0
116,511,0
116,274,0
116,273,0
117,274,1
117,273,0
117,281,1
117,286,1
118,286,1
118,270,1
118,562,1
118,423,1
118,415,1
118,330,0
118,62,1
118,112,1
118,350,1
118,48,1
118,499,1
118,424,1
118,38,1
118,92,1
118,528,1
118,281,1
118,150,1
118,151,1
118,8,1
118,10,0
118,11,1
118,27,0
118,28,0
118,273,0
118,14,0
118,114,1
118,115,1
118,116,0
118,468,0
118,138,0
119,77,1
119,38,1
119,92,1
119,69,1
119,423,1
119,274,1
119,109,1
119,204,1
119,208,1
119,206,1
119,85,1
119,480,1
119,481,1
119,129,1
119,231,1
119,215,1
120,14,0
120,38,1
120,50,1
121,212,0
121,114,1
121,115,1
121,116,0
122,11,1
122,10,0
122,28,0
122,27,0
122,124,1
122,138,0
122,420,1
122,173,0
122,452,0
122,330,0
122,84,0
123,366,1
123,385,1
123,10,1
123,27,1
123,129,1
123,124,1
123,384,0
123,215,1
123,153,1
123,11,1
123,28,1
123,130,1
123,131,1
123,460,1
123,463,1
123,139,1
123,464,1
123,430,1
124,156,1
124,192,1
124,112,1
124,151,1
124,11,1
124,10,1
124,28,1
124,85,1
124,480,1
124,481,1
124,195,1
124,129,1
124,231,1
124,193,1
125,423,0
125,69,0
125,526,0
126,11,1
126,167,1
126,389,1
126,38,1
126,92,1
126,69,1
126,151,1
126,274,1
126,420,1
126,150,1
126,112,1
126,206,0
126,423,1
126,153,1
126,231,0
126,109,1
126,129,1
126,77,1
126,215,0
126,511,1
126,428,1
126,213,1
126,10,1
126,154,0
126,254,1
127,38,1
127,85,1
127,92,1
127,129,1
127,156,0
127,195,0
127,130,1
127,131,1
127,77,1
127,389,1
127,465,1
127,11,1
127,212,0
127,213,1
127,192,1
127,480,1
127,481,1
127,69,0
127,238,1
128,173,0
128,114,1
128,115,1
128,116,1
128,215,1
128,274,1
128,112,1
128,150,1
129,38,1
129,92,1
129,77,1
129,212,1
129,213,1
129,69,0
129,231,1
129,156,1
129,153,1
129,49,1
129,112,1
129,85,0
129,204,1
129,193,0
129,186,0
130,150,1
130,389,0
130,274,0
130,85,0
130,11,1
130,10,0
130,114,1
130,115,1
130,116,0
130,28,0
130,206,0
130,231,0
130,112,1
131,389,1
131,138,0
131,186,0
131,38,1
131,92,1
131,10,0
131,129,1
131,130,1
131,131,1
131,311,0
131,156,1
131,204,1
131,213,0
132,389,1
132,212,0
132,11,1
132,167,0
132,129,1
132,156,0
132,114,1
132,115,1
132,116,1
132,150,1
132,38,1
132,92,1
132,77,1
132,112,1
132,138,0
132,420,0
132,173,0
133,129,1
133,130,1
133,131,1
133,124,1
133,420,1
133,14,0
133,84,0
133,463,1
133,460,0
134,151,1
134,274,1
134,77,1
134,69,0
135,114,1
135,115,1
135,116,1
135,231,0
135,77,1
135,38,1
135,389,1
135,465,1
135,85,1
135,156,1
135,112,1
135,212,0
135,213,0
135,129,1
135,337,0
135,130,1
135,131,1
135,150,1
135,151,1
135,49,1
135,491,0
135,92,1
135,466,0
135,153,0
135,154,0
135,192,0
135,173,0
135,11,0
135,10,0
136,114,1
136,115,1
136,116,1
136,231,1
136,92,1
136,11,1
136,10,1
136,49,1
136,151,1
136,150,1
136,112,1
136,491,0
136,153,1
136,124,1
136,526,1
136,212,0
136,213,1
136,77,1
136,28,1
136,27,1
136,38,1
136,215,0
136,154,0
136,384,1
136,420,1
136,156,1
136,423,1
136,139,0
136,360,0
136,274,1
136,389,1
136,206,0
136,385,1
136,466,0
136,192,1
136,131,1
136,129,1
136,130,1
137,11,1
137,10,1
137,28,1
137,27,1
137,112,1
137,114,1
137,115,1
137,116,1
137,38,1
137,92,1
137,77,1
137,389,1
137,465,1
137,150,1
137,151,1
137,124,1
137,208,1
137,204,1
137,49,1
137,491,1
137,153,1
137,154,1
137,69,1
137,423,1
137,85,1
137,274,1
137,212,1
137,213,1
137,466,0
137,337,1
137,508,0
137,231,1
137,206,0
137,186,0
137,156,1
137,129,1
137,130,1
137,131,1
137,215,1
137,480,1
137,481,1
137,109,1
137,173,0
137,192,1
137,199,0
137,200,0
137,420,1
137,189,1
137,360,1
137,139,1
137,559,0
137,452,1
137,193,1
137,195,1
137,194,0
137,470,1
137,341,1
137,385,0
137,366,0
137,339,1
138,38,1
138,92,1
138,77,1
138,238,1
138,114,1
138,115,1
138,116,0
138,14,0
139,112,1
139,420,0
140,11,1
140,10,0
140,28,0
140,27,0
140,231,0
140,38,1
140,112,1
140,92,1
140,77,1
140,238,1
140,466,0
140,508,1
140,190,0
141,389,0
141,129,1
141,114,1
141,115,1
141,116,0
141,302,0
141,10,1
141,11,1
141,28,1
141,124,1
141,130,1
141,238,1
141,215,0
141,85,0
141,27,1
141,49,1
141,491,1
141,154,0
141,256,0
141,460,0
141,424,1
141,350,1
141,62,1
141,513,0
141,139,0
141,430,1
141,464,0
141,428,1
142,112,0
142,11,1
142,10,0
142,28,0
142,27,0
142,124,0
143,92,0
143,389,0
143,465,0
144,156,0
144,129,1
144,130,1
144,131,1
144,389,1
144,465,0
145,112,1
145,151,1
145,153,1
145,124,1
145,27,1
145,49,1
145,366,1
145,212,0
145,213,0
145,389,1
145,465,1
145,38,1
145,92,1
145,238,0
146,238,1
146,11,1
146,10,1
146,28,0
146,27,1
146,124,1
146,151,1
146,129,1
146,153,1
146,130,1
146,131,1
146,114,1
146,115,1
146,116,0
146,385,0
146,112,1
146,77,0
146,350,1
147,38,1
147,92,1
147,273,0
147,238,1
147,274,0
148,138,0
148,173,0
148,420,1
148,199,0
148,200,1
148,204,1
148,208,0
148,38,1
148,77,1
148,212,0
148,231,0
148,92,1
148,274,0
148,273,0
148,112,0
148,49,1
148,262,1
148,407,1
148,281,1
148,62,1
148,413,0
148,350,0
148,48,1
149,49,1
149,154,1
149,262,1
149,62,1
149,112,1
149,150,1
149,151,1
149,153,1
149,428,0
149,48,1
149,204,1
149,114,1
149,116,1
149,231,1
149,389,1
149,465,1
150,189,0
150,213,1
150,11,1
150,10,1
150,28,1
151,424,1
151,129,1
151,130,1
151,131,1
151,430,1
151,311,1
151,156,1
151,192,0
151,62,1
151,112,1
151,413,1
151,423,1
151,151,1
152,424,1
152,210,0
152,129,1
152,130,1
152,131,1
152,423,1
152,274,1
152,262,1
152,109,1
152,430,1
152,156,0
152,476,0
152,311,1
152,213,0
152,11,1
152,10,1
152,28,1
152,428,1
153,62,1
153,49,1
153,428,1
153,69,0
153,11,0
153,454,1
153,112,1
153,129,1
153,130,1
153,131,1
153,311,1
154,11,1
154,27,0
155,38,1
155,14,1
155,85,1
155,480,1
155,481,1
155,566,0
155,339,1
156,129,1
156,385,0
156,11,1
156,27,1
156,10,0
156,28,0
156,384,0
156,130,1
156,131,1
156,38,1
156,77,1
156,49,1
156,62,1
156,112,1
156,154,0
157,231,0
157,389,1
157,11,1
157,167,0
157,186,0
157,38,1
157,92,1
157,151,1
157,153,1
157,212,1
157,213,1
157,274,1
157,150,1
157,112,1
157,195,0
157,154,0
157,85,0
157,77,1
157,129,1
157,10,1
157,28,0
157,27,1
157,124,1
157,526,1
157,114,1
157,115,1
157,116,1
157,238,1
157,84,0
157,156,1
157,130,1
157,131,0
157,139,1
157,384,1
157,192,1
158,8,0
158,212,0
158,154,0
158,153,1
158,151,1
158,112,1
158,150,1
158,49,1
158,10,1
158,11,1
158,27,1
158,28,1
158,213,1
158,389,1
158,114,1
158,115,1
158,116,1
158,465,1
158,466,1
158,508,1
158,129,1
158,130,1
158,131,1
158,385,1
158,384,1
158,571,1
158,204,1
158,206,1
158,124,1
158,366,1
158,454,1
158,14,1
158,262,1
158,431,1
159,156,1
159,190,1
159,192,0
160,114,1
160,115,1
160,116,0
160,11,1
160,10,0
160,38,1
160,156,0
160,92,0
160,77,1
160,138,0
160,366,1
160,151,1
161,430,1
161,254,0
161,350,1
161,49,1
161,428,1
161,154,0
161,8,0
162,430,1
162,254,0
162,49,1
162,350,0
162,428,1
162,62,1
162,112,0
162,48,1
162,499,0
162,154,0
162,479,0
162,8,0
162,124,1
162,10,0
162,27,0
162,139,0
162,264,0
163,114,0
163,115,1
163,116,1
163,479,0
163,478,0
163,129,1
163,130,1
163,131,1
164,112,1
164,38,1
164,92,1
164,151,1
164,491,1
164,262,1
164,150,1
164,413,1
164,62,1
164,153,1
164,49,1
164,428,1
164,8,0
164,204,1
164,208,0
165,38,0
165,130,1
165,131,1
165,129,1
165,49,1
165,150,1
165,391,0
165,311,0
166,11,0
166,10,0
166,28,1
166,27,0
166,38,1
166,526,1
166,124,1
166,384,1
166,69,0
166,423,0
167,85,0
167,77,1
167,38,1
167,189,0
167,92,1
167,274,1
167,273,1
167,156,1
167,212,1
167,213,1
167,302,0
167,238,1
167,129,1
167,130,1
167,131,1
167,320,1
167,337,1
167,341,1
167,69,1
167,109,1
167,389,1
167,465,1
167,62,1
167,112,1
167,350,0
167,415,1
167,561,1
167,544,1
167,420,1
167,360,1
167,281,1
167,271,1
167,150,1
167,208,1
167,204,1
167,206,1
167,286,1
167,330,1
167,226,1
167,391,1
167,151,1
167,264,1
167,539,1
167,49,1
167,153,1
167,27,0
167,262,1
167,407,1
167,455,1
167,190,1
167,8,1
167,48,1
167,114,1
167,115,1
167,116,1
167,466,1
167,508,1
167,413,1
167,496,1
167,511,1
167,470,1
168,114,1
168,115,1
168,116,0
168,273,0
168,423,0
